,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
17607250,17607250,2021-08-07 18:25:19.250295+00:00,x,y,2021-08-19 17:00:00+00:00,2021-08-19 18:59:00+00:00,gamma,True,20.0,1,c-6,17607250,9280.0
12477411,12477411,2021-07-03 06:58:47.864276+00:00,x,y,2021-08-08 09:45:00+00:00,2021-08-08 11:45:00+00:00,gamma,True,20.0,2,c-2,12477411,11285.0
6557655,6557655,2021-05-10 12:59:35.074972+00:00,x,y,2021-05-17 13:00:00+00:00,2021-05-17 15:00:00+00:00,alpha,True,15.0,1,a-5,6557655,8332.0
19777559,19777559,2021-08-18 09:38:36.832574+00:00,x,y,2021-08-27 14:00:00+00:00,2021-08-27 16:00:00+00:00,gamma,True,20.0,1,c-4,19777559,10040.0
14998450,14998450,2021-07-18 18:00:37.377119+00:00,x,y,2021-07-22 16:00:00+00:00,2021-07-22 18:00:00+00:00,alpha,True,35.0,1,a-23,14998450,7524.0
14465539,14465539,2021-07-14 18:26:27.222281+00:00,x,y,2021-07-16 14:00:00+00:00,2021-07-16 16:00:00+00:00,gamma,True,20.0,1,c-4,14465539,15075.0
4994422,4994422,2021-04-20 12:07:05.108431+00:00,x,y,2021-05-09 05:00:00+00:00,2021-05-09 07:00:00+00:00,alpha,True,15.0,1,a-1,4994422,7796.0
5482713,5482713,2021-04-25 04:27:13.777094+00:00,x,y,2021-04-30 05:00:00+00:00,2021-04-30 07:00:00+00:00,alpha,True,35.0,1,a-1,5482713,6495.0
13264373,13264373,2021-07-07 07:23:41.782723+00:00,x,y,2021-07-17 07:00:00+00:00,2021-07-17 09:00:00+00:00,alpha,True,15.0,1,a-5,13264373,12945.0
21217165,21217165,2021-08-27 13:26:58.878435+00:00,x,y,2021-08-30 10:35:00+00:00,2021-08-30 12:35:00+00:00,omega,True,20.0,1,d-3,21217165,11100.0
9591809,9591809,2021-06-12 18:11:00.262125+00:00,x,y,2021-06-27 04:00:00+00:00,2021-06-27 06:00:00+00:00,alpha,True,15.0,1,a-1,9591809,6531.0
6972132,6972132,2021-05-16 21:24:11.493279+00:00,x,y,2021-07-18 11:00:00+00:00,2021-07-18 13:00:00+00:00,gamma,True,20.0,1,c-4,6972132,9655.0
21067565,21067565,2021-08-26 12:13:58.409057+00:00,x,y,2021-08-28 14:00:00+00:00,2021-08-28 16:00:00+00:00,gamma,True,20.0,2,c-4,21067565,10280.0
8068058,8068058,2021-05-29 21:52:20.255067+00:00,x,y,2021-05-31 05:00:00+00:00,2021-05-31 06:55:00+00:00,beta,True,20.0,0,b-1,8068058,10088.0
11215807,11215807,2021-06-25 12:51:26.045691+00:00,x,y,2021-07-31 13:00:00+00:00,2021-07-31 15:00:00+00:00,alpha,True,15.0,1,a-9,11215807,9497.0
2520692,2520692,2021-03-03 10:07:59.676547+00:00,x,y,2021-03-22 03:00:00+00:00,2021-03-22 04:55:00+00:00,beta,True,20.0,0,b-73,2520692,12284.0
10222027,10222027,2021-06-17 13:27:16.806686+00:00,x,y,2021-07-23 14:00:00+00:00,2021-07-23 15:55:00+00:00,beta,True,20.0,0,b-9,10222027,6354.0
17999447,17999447,2021-08-09 16:38:52.019408+00:00,x,y,2021-08-23 13:00:00+00:00,2021-08-23 15:00:00+00:00,alpha,True,20.0,1,a-9,17999447,10545.0
19694133,19694133,2021-08-17 19:47:42.667239+00:00,x,y,2021-09-04 14:00:00+00:00,2021-09-04 15:55:00+00:00,beta,True,40.0,0,b-9,19694133,8400.0
17638035,17638035,2021-08-07 21:49:48.194501+00:00,x,y,2021-09-26 10:00:00+00:00,2021-09-26 12:00:00+00:00,alpha,True,20.0,1,a-7,17638035,7524.0
19407299,19407299,2021-08-16 09:53:51.276685+00:00,x,y,2021-08-28 07:00:00+00:00,2021-08-28 09:00:00+00:00,alpha,True,15.0,1,a-5,19407299,7524.0
2472618,2472618,2021-03-02 12:30:13.214967+00:00,x,y,2021-03-19 16:00:00+00:00,2021-03-19 18:10:00+00:00,alpha,True,35.0,1,a-7,2472618,8027.0
11053099,11053099,2021-06-24 10:26:20.898999+00:00,x,y,2021-07-18 17:00:00+00:00,2021-07-18 18:59:00+00:00,gamma,True,20.0,1,c-6,11053099,8525.0
18877137,18877137,2021-08-13 12:11:16.015595+00:00,x,y,2021-08-28 13:00:00+00:00,2021-08-28 15:00:00+00:00,alpha,True,15.0,1,a-9,18877137,7524.0
11325807,11325807,2021-06-26 09:10:15.333915+00:00,x,y,2021-08-20 14:00:00+00:00,2021-08-20 15:55:00+00:00,beta,True,20.0,0,b-9,11325807,6396.0
8942308,8942308,2021-06-06 22:59:51.522399+00:00,x,y,2021-06-10 07:00:00+00:00,2021-06-10 09:00:00+00:00,alpha,True,15.0,1,a-5,8942308,9403.0
9970919,9970919,2021-06-15 11:00:25.068083+00:00,x,y,2021-07-25 10:00:00+00:00,2021-07-25 12:00:00+00:00,alpha,True,15.0,1,a-7,9970919,7900.0
6107022,6107022,2021-05-03 21:20:32.780945+00:00,x,y,2021-05-14 05:00:00+00:00,2021-05-14 07:00:00+00:00,gamma,True,20.0,2,c-2,6107022,8390.0
4229358,4229358,2021-04-03 22:10:02.087396+00:00,x,y,2021-04-06 05:00:00+00:00,2021-04-06 07:00:00+00:00,gamma,True,20.0,1,c-2,4229358,9800.0
16576093,16576093,2021-07-30 19:33:57.067881+00:00,x,y,2021-08-31 10:00:00+00:00,2021-08-31 12:00:00+00:00,gamma,True,20.0,1,c-2,16576093,7765.0
12724017,12724017,2021-07-04 11:42:13.115479+00:00,x,y,2021-07-27 10:00:00+00:00,2021-07-27 12:00:00+00:00,alpha,True,15.0,1,a-7,12724017,9045.0
21121793,21121793,2021-08-26 19:05:52.236191+00:00,x,y,2021-09-01 16:00:00+00:00,2021-09-01 18:00:00+00:00,alpha,True,15.0,1,a-23,21121793,7524.0
3453968,3453968,2021-03-18 01:43:15.174181+00:00,x,y,2021-03-25 05:00:00+00:00,2021-03-25 07:00:00+00:00,alpha,True,35.0,1,a-1,3453968,10799.0
16034909,16034909,2021-07-26 16:18:43.394218+00:00,x,y,2021-07-29 07:00:00+00:00,2021-07-29 09:00:00+00:00,alpha,True,35.0,1,a-5,16034909,12645.0
18918714,18918714,2021-08-13 16:04:16.091419+00:00,x,y,2021-08-22 10:35:00+00:00,2021-08-22 12:35:00+00:00,omega,True,20.0,1,d-3,18918714,19000.0
17111859,17111859,2021-08-04 14:23:46.231642+00:00,x,y,2021-08-15 17:05:00+00:00,2021-08-15 19:05:00+00:00,omega,True,20.0,1,d-5,17111859,13450.0
6326295,6326295,2021-05-07 02:36:07.532077+00:00,x,y,2021-05-14 05:00:00+00:00,2021-05-14 07:00:00+00:00,alpha,True,35.0,1,a-1,6326295,5996.0
14465742,14465742,2021-07-14 18:28:36.392011+00:00,x,y,2021-07-29 10:00:00+00:00,2021-07-29 12:00:00+00:00,gamma,True,20.0,2,c-2,14465742,11285.0
3993605,3993605,2021-03-29 04:57:20.203298+00:00,x,y,2021-06-02 05:00:00+00:00,2021-06-02 06:55:00+00:00,beta,True,20.0,0,b-1,3993605,8957.0
8815698,8815698,2021-06-05 14:36:16.725523+00:00,x,y,2021-07-29 10:00:00+00:00,2021-07-29 12:00:00+00:00,alpha,True,15.0,1,a-7,8815698,9403.0
13900220,13900220,2021-07-11 06:18:23.292016+00:00,x,y,2021-07-16 05:00:00+00:00,2021-07-16 06:55:00+00:00,beta,True,40.0,0,b-1,13900220,15390.0
6039967,6039967,2021-05-02 22:05:20.223469+00:00,x,y,2021-05-07 17:00:00+00:00,2021-05-07 18:59:00+00:00,gamma,True,20.0,2,c-6,6039967,10655.0
16648289,16648289,2021-07-31 12:42:55.414197+00:00,x,y,2021-08-02 07:00:00+00:00,2021-08-02 09:00:00+00:00,alpha,True,35.0,1,a-5,16648289,12645.0
4581648,4581648,2021-04-14 05:52:21.043513+00:00,x,y,2021-05-30 17:00:00+00:00,2021-05-30 18:59:00+00:00,gamma,True,20.0,1,c-6,4581648,8650.0
7990637,7990637,2021-05-29 02:54:02.138217+00:00,x,y,2021-06-04 10:00:00+00:00,2021-06-04 12:00:00+00:00,alpha,True,15.0,1,a-9,7990637,7124.0
17729439,17729439,2021-08-08 11:26:03.648306+00:00,x,y,2021-08-09 14:00:00+00:00,2021-08-09 15:55:00+00:00,beta,True,40.0,0,b-9,17729439,18080.0
17188876,17188876,2021-08-05 07:03:01.059523+00:00,x,y,2021-08-10 10:35:00+00:00,2021-08-10 12:35:00+00:00,omega,True,20.0,1,d-3,17188876,7950.0
3429302,3429302,2021-03-17 13:54:06.828649+00:00,x,y,2021-03-18 05:00:00+00:00,2021-03-18 07:00:00+00:00,alpha,True,35.0,1,a-1,3429302,10799.0
15129497,15129497,2021-07-19 18:44:52.759706+00:00,x,y,2021-08-15 04:00:00+00:00,2021-08-15 06:00:00+00:00,alpha,True,15.0,1,a-1,15129497,11245.0
16410451,16410451,2021-07-29 12:51:26.609366+00:00,x,y,2021-07-30 10:00:00+00:00,2021-07-30 12:00:00+00:00,alpha,True,15.0,1,a-7,16410451,11245.0
20869638,20869638,2021-08-25 05:41:49.519956+00:00,x,y,2021-09-04 10:00:00+00:00,2021-09-04 12:00:00+00:00,gamma,True,20.0,1,c-2,20869638,6870.0
21034188,21034188,2021-08-26 08:02:55.164553+00:00,x,y,2021-09-25 07:00:00+00:00,2021-09-25 09:00:00+00:00,alpha,True,15.0,1,a-5,21034188,7524.0
313113,313113,2021-01-09 13:09:14.875594+00:00,x,y,2021-01-18 16:00:00+00:00,2021-01-18 18:10:00+00:00,alpha,True,0.0,0,a-7,313113,8739.0
3931593,3931593,2021-03-27 15:34:18.088744+00:00,x,y,2021-05-12 11:00:00+00:00,2021-05-12 13:00:00+00:00,gamma,True,20.0,1,c-4,3931593,9800.0
1453261,1453261,2021-02-09 09:39:11.074838+00:00,x,y,2021-02-23 14:00:00+00:00,2021-02-23 15:55:00+00:00,beta,True,35.0,0,b-9,1453261,9512.0
11602541,11602541,2021-06-28 08:21:13.904906+00:00,x,y,2021-10-14 13:00:00+00:00,2021-10-14 15:00:00+00:00,alpha,True,15.0,1,a-9,11602541,6531.0
11749090,11749090,2021-06-29 05:53:54.307141+00:00,x,y,2021-07-03 13:00:00+00:00,2021-07-03 15:00:00+00:00,alpha,True,35.0,1,a-9,11749090,15377.0
8575724,8575724,2021-06-03 09:08:41.651163+00:00,x,y,2021-06-09 11:00:00+00:00,2021-06-09 12:55:00+00:00,beta,True,20.0,0,b-69,8575724,10036.0
18062247,18062247,2021-08-09 20:57:12.304928+00:00,x,y,2021-08-14 04:40:00+00:00,2021-08-14 06:40:00+00:00,omega,True,20.0,1,d-1,18062247,7950.0
12621019,12621019,2021-07-03 20:43:24.561025+00:00,x,y,2021-07-16 16:00:00+00:00,2021-07-16 18:00:00+00:00,alpha,True,35.0,1,a-23,12621019,12645.0
2605376,2605376,2021-03-04 14:28:19.230815+00:00,x,y,2021-03-05 05:00:00+00:00,2021-03-05 06:55:00+00:00,beta,True,20.0,0,b-1,2605376,7257.0
10338283,10338283,2021-06-18 14:04:23.997385+00:00,x,y,2021-07-01 14:00:00+00:00,2021-07-01 16:00:00+00:00,gamma,True,20.0,2,c-4,10338283,7620.0
41501,41501,2021-01-01 14:07:41.336371+00:00,x,y,2021-01-03 16:00:00+00:00,2021-01-03 17:55:00+00:00,beta,False,40.0,0,b-19,41501,9878.0
1233003,1233003,2021-02-03 16:10:21.620175+00:00,x,y,2021-02-06 05:15:00+00:00,2021-02-06 07:25:00+00:00,alpha,True,20.0,1,a-1,1233003,9799.0
20881754,20881754,2021-08-25 07:08:31.865931+00:00,x,y,2021-11-14 05:00:00+00:00,2021-11-14 06:55:00+00:00,beta,True,40.0,0,b-1,20881754,8380.0
4846519,4846519,2021-04-19 14:14:26.655601+00:00,x,y,2021-04-29 05:00:00+00:00,2021-04-29 07:00:00+00:00,alpha,True,35.0,1,a-1,4846519,5495.0
5867706,5867706,2021-04-30 12:18:19.384357+00:00,x,y,2021-05-20 11:00:00+00:00,2021-05-20 13:00:00+00:00,gamma,True,20.0,1,c-4,5867706,9150.0
20859394,20859394,2021-08-25 03:31:20.668739+00:00,x,y,2021-11-25 04:00:00+00:00,2021-11-25 06:00:00+00:00,alpha,True,20.0,1,a-1,20859394,8381.0
18137146,18137146,2021-08-10 08:15:49.430821+00:00,x,y,2021-08-14 16:00:00+00:00,2021-08-14 18:00:00+00:00,alpha,True,15.0,1,a-23,18137146,7524.0
11658452,11658452,2021-06-28 14:26:45.982923+00:00,x,y,2021-07-09 10:05:00+00:00,2021-07-09 12:00:00+00:00,alpha,True,35.0,1,a-7,11658452,7900.0
20842363,20842363,2021-08-24 21:04:12.449670+00:00,x,y,2021-10-01 13:00:00+00:00,2021-10-01 15:00:00+00:00,alpha,True,20.0,1,a-9,20842363,7524.0
17362841,17362841,2021-08-06 11:11:57.348627+00:00,x,y,2021-08-22 17:00:00+00:00,2021-08-22 18:59:00+00:00,gamma,True,20.0,2,c-6,17362841,13560.0
7684382,7684382,2021-05-24 19:57:29.161918+00:00,x,y,2021-06-05 13:00:00+00:00,2021-06-05 15:00:00+00:00,alpha,True,35.0,1,a-5,7684382,8027.0
2215190,2215190,2021-02-26 22:01:00.036252+00:00,x,y,2021-03-20 16:00:00+00:00,2021-03-20 18:10:00+00:00,alpha,True,15.0,1,a-7,2215190,7502.0
662385,662385,2021-01-20 00:43:03.612262+00:00,x,y,2021-02-10 11:00:00+00:00,2021-02-10 12:55:00+00:00,beta,True,20.0,0,b-69,662385,8718.0
21081437,21081437,2021-08-26 14:21:30.956254+00:00,x,y,2021-09-03 05:30:00+00:00,2021-09-03 07:30:00+00:00,gamma,True,20.0,2,c-2,21081437,7870.0
14376376,14376376,2021-07-14 07:35:34.398721+00:00,x,y,2021-07-31 04:00:00+00:00,2021-07-31 06:00:00+00:00,alpha,True,35.0,1,a-1,14376376,12645.0
2040518,2040518,2021-02-23 00:40:49.490470+00:00,x,y,2021-02-28 16:00:00+00:00,2021-02-28 18:10:00+00:00,alpha,True,15.0,1,a-7,2040518,12495.0
7517205,7517205,2021-05-22 20:54:59.395757+00:00,x,y,2021-06-13 11:00:00+00:00,2021-06-13 13:00:00+00:00,gamma,True,20.0,1,c-4,7517205,8025.0
20876533,20876533,2021-08-25 06:30:54.144402+00:00,x,y,2021-08-28 16:00:00+00:00,2021-08-28 18:00:00+00:00,alpha,True,20.0,1,a-23,20876533,12645.0
10258490,10258490,2021-06-17 19:26:28.077681+00:00,x,y,2021-07-04 11:00:00+00:00,2021-07-04 12:55:00+00:00,beta,True,20.0,0,b-69,10258490,6355.0
18981187,18981187,2021-08-13 23:28:39.777112+00:00,x,y,2021-08-17 16:00:00+00:00,2021-08-17 18:00:00+00:00,alpha,True,15.0,1,a-23,18981187,8300.0
15335419,15335419,2021-07-21 17:44:53.112587+00:00,x,y,2021-07-26 13:00:00+00:00,2021-07-26 15:00:00+00:00,alpha,True,15.0,1,a-9,15335419,14945.0
12083764,12083764,2021-07-01 03:05:33.170067+00:00,x,y,2021-07-03 04:00:00+00:00,2021-07-03 06:00:00+00:00,alpha,True,35.0,1,a-1,12083764,11072.0
14116041,14116041,2021-07-12 12:53:21.244932+00:00,x,y,2021-07-13 09:45:00+00:00,2021-07-13 11:45:00+00:00,gamma,True,20.0,1,c-2,14116041,15075.0
5076677,5076677,2021-04-21 01:55:18.716000+00:00,x,y,2021-05-01 16:00:00+00:00,2021-05-01 18:00:00+00:00,alpha,True,35.0,1,a-7,5076677,5996.0
20833803,20833803,2021-08-24 19:37:05.362789+00:00,x,y,2021-08-26 10:00:00+00:00,2021-08-26 12:00:00+00:00,alpha,True,20.0,1,a-7,20833803,14645.0
15988476,15988476,2021-07-26 10:37:15.089683+00:00,x,y,2021-08-04 10:00:00+00:00,2021-08-04 12:00:00+00:00,gamma,True,20.0,1,c-2,15988476,8525.0
20103605,20103605,2021-08-20 06:13:47.309411+00:00,x,y,2021-08-27 17:00:00+00:00,2021-08-27 18:59:00+00:00,gamma,True,20.0,1,c-6,20103605,8750.0
21002336,21002336,2021-08-26 01:21:06.912177+00:00,x,y,2021-08-28 05:00:00+00:00,2021-08-28 06:55:00+00:00,beta,True,40.0,0,b-1,21002336,18160.0
7728727,7728727,2021-05-25 12:27:03.525429+00:00,x,y,2021-06-30 10:00:00+00:00,2021-06-30 12:00:00+00:00,alpha,True,35.0,1,a-9,7728727,7520.0
2512389,2512389,2021-03-03 07:17:02.095754+00:00,x,y,2021-03-13 13:30:00+00:00,2021-03-13 15:30:00+00:00,alpha,True,15.0,1,a-5,2512389,7502.0
12400969,12400969,2021-07-02 18:11:50.628525+00:00,x,y,2021-07-20 09:45:00+00:00,2021-07-20 11:45:00+00:00,gamma,True,20.0,2,c-2,12400969,9270.0
7109651,7109651,2021-05-18 10:35:02.819009+00:00,x,y,2021-05-18 14:00:00+00:00,2021-05-18 15:55:00+00:00,beta,True,40.0,0,b-9,7109651,13763.0
16828044,16828044,2021-08-02 04:35:46.882930+00:00,x,y,2021-08-15 11:00:00+00:00,2021-08-15 12:55:00+00:00,beta,True,20.0,0,b-69,16828044,7330.0
18725543,18725543,2021-08-12 17:20:06.368295+00:00,x,y,2021-08-13 07:15:00+00:00,2021-08-13 09:15:00+00:00,alpha,True,15.0,1,a-5,18725543,9045.0
12711508,12711508,2021-07-04 10:39:55.327670+00:00,x,y,2021-07-20 17:00:00+00:00,2021-07-20 18:59:00+00:00,gamma,True,20.0,1,c-6,12711508,8750.0
9694483,9694483,2021-06-13 12:43:17.642240+00:00,x,y,2021-06-15 13:00:00+00:00,2021-06-15 15:00:00+00:00,alpha,True,35.0,1,a-9,9694483,7150.0
19684732,19684732,2021-08-17 18:44:44.644664+00:00,x,y,2021-08-29 07:00:00+00:00,2021-08-29 09:00:00+00:00,alpha,True,15.0,1,a-5,19684732,7524.0
10164610,10164610,2021-06-17 04:07:00.352182+00:00,x,y,2021-06-17 10:00:00+00:00,2021-06-17 12:00:00+00:00,alpha,True,35.0,1,a-7,10164610,7124.0
5763265,5763265,2021-04-28 21:57:58.461458+00:00,x,y,2021-05-08 14:00:00+00:00,2021-05-08 15:55:00+00:00,beta,True,40.0,0,b-9,5763265,9737.0
5472400,5472400,2021-04-24 23:41:15.727181+00:00,x,y,2021-04-26 05:00:00+00:00,2021-04-26 07:00:00+00:00,gamma,True,20.0,1,c-2,5472400,7390.0
2943186,2943186,2021-03-10 06:15:50.158631+00:00,x,y,2021-03-14 05:00:00+00:00,2021-03-14 07:00:00+00:00,alpha,True,35.0,1,a-1,2943186,8027.0
7971389,7971389,2021-05-28 18:08:11.498940+00:00,x,y,2021-06-10 10:00:00+00:00,2021-06-10 12:00:00+00:00,alpha,True,35.0,1,a-9,7971389,8027.0
2026076,2026076,2021-02-22 15:11:40.464900+00:00,x,y,2021-02-25 17:00:00+00:00,2021-02-25 18:59:00+00:00,gamma,True,20.0,2,c-6,2026076,14000.0
10711554,10711554,2021-06-21 16:15:20.964854+00:00,x,y,2021-07-10 09:45:00+00:00,2021-07-10 11:45:00+00:00,gamma,True,20.0,2,c-2,10711554,8500.0
15385356,15385356,2021-07-22 07:19:16.151783+00:00,x,y,2021-08-05 07:00:00+00:00,2021-08-05 09:00:00+00:00,alpha,True,35.0,1,a-5,15385356,10545.0
18479497,18479497,2021-08-11 14:13:22.672499+00:00,x,y,2021-08-23 05:30:00+00:00,2021-08-23 07:25:00+00:00,beta,True,40.0,0,b-73,18479497,9390.0
4717573,4717573,2021-04-18 08:27:37.785949+00:00,x,y,2021-04-23 11:00:00+00:00,2021-04-23 13:00:00+00:00,gamma,True,20.0,1,c-4,4717573,7640.0
11898503,11898503,2021-06-29 23:30:44.981918+00:00,x,y,2021-07-01 13:00:00+00:00,2021-07-01 15:00:00+00:00,alpha,True,35.0,1,a-9,11898503,13277.0
8869468,8869468,2021-06-06 07:22:51.569954+00:00,x,y,2021-07-27 04:00:00+00:00,2021-07-27 06:00:00+00:00,alpha,True,15.0,1,a-1,8869468,9403.0
10678209,10678209,2021-06-21 11:07:50.520028+00:00,x,y,2021-07-13 05:00:00+00:00,2021-07-13 06:55:00+00:00,beta,True,20.0,0,b-1,10678209,6375.0
4566640,4566640,2021-04-13 12:26:33.353292+00:00,x,y,2021-05-17 15:30:00+00:00,2021-05-17 17:30:00+00:00,alpha,True,15.0,1,a-7,4566640,8048.0
6695295,6695295,2021-05-12 17:40:06.792562+00:00,x,y,2021-05-20 10:00:00+00:00,2021-05-20 12:00:00+00:00,alpha,True,35.0,1,a-9,6695295,6995.0
2793535,2793535,2021-03-07 17:07:24.874133+00:00,x,y,2021-03-13 14:00:00+00:00,2021-03-13 15:55:00+00:00,beta,True,20.0,0,b-9,2793535,7236.0
17755472,17755472,2021-08-08 13:37:27.533978+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,gamma,True,20.0,1,c-2,17755472,12050.0
17818816,17818816,2021-08-08 19:12:04.924652+00:00,x,y,2021-08-20 16:00:00+00:00,2021-08-20 18:00:00+00:00,alpha,True,15.0,1,a-9,17818816,11245.0
17813476,17813476,2021-08-08 18:44:47.851741+00:00,x,y,2021-08-24 16:00:00+00:00,2021-08-24 18:00:00+00:00,alpha,True,20.0,1,a-23,17813476,8381.0
20844367,20844367,2021-08-24 21:30:02.533181+00:00,x,y,2021-09-27 13:00:00+00:00,2021-09-27 15:00:00+00:00,alpha,True,20.0,1,a-9,20844367,7524.0
15945786,15945786,2021-07-26 05:32:53.610145+00:00,x,y,2021-08-30 14:00:00+00:00,2021-08-30 16:00:00+00:00,gamma,True,20.0,1,c-4,15945786,8525.0
3231657,3231657,2021-03-14 08:30:04.254115+00:00,x,y,2021-03-15 17:00:00+00:00,2021-03-15 18:59:00+00:00,gamma,True,20.0,2,c-6,3231657,13170.0
2283245,2283245,2021-02-27 19:44:33.300849+00:00,x,y,2021-03-31 05:00:00+00:00,2021-03-31 07:00:00+00:00,gamma,True,20.0,1,c-2,2283245,7390.0
15181270,15181270,2021-07-20 08:12:25.844306+00:00,x,y,2021-07-26 17:00:00+00:00,2021-07-26 18:59:00+00:00,gamma,True,20.0,2,c-6,15181270,15065.0
4905267,4905267,2021-04-19 20:40:03.332889+00:00,x,y,2021-04-23 05:00:00+00:00,2021-04-23 06:55:00+00:00,beta,True,20.0,0,b-1,4905267,7392.0
2321310,2321310,2021-02-28 11:31:11.746392+00:00,x,y,2021-05-08 05:00:00+00:00,2021-05-08 07:00:00+00:00,alpha,True,15.0,1,a-1,2321310,9004.0
20855233,20855233,2021-08-25 02:05:27.842678+00:00,x,y,2021-09-12 07:00:00+00:00,2021-09-12 09:00:00+00:00,alpha,True,20.0,1,a-5,20855233,8381.0
19839076,19839076,2021-08-18 15:52:25.249797+00:00,x,y,2021-11-17 04:00:00+00:00,2021-11-17 06:00:00+00:00,alpha,True,15.0,1,a-1,19839076,7524.0
4987519,4987519,2021-04-20 11:16:12.647395+00:00,x,y,2021-05-26 13:30:00+00:00,2021-05-26 15:30:00+00:00,alpha,True,15.0,1,a-5,4987519,7796.0
10099733,10099733,2021-06-16 12:24:31.920136+00:00,x,y,2021-06-28 16:00:00+00:00,2021-06-28 18:00:00+00:00,alpha,True,15.0,1,a-23,10099733,6531.0
2232013,2232013,2021-02-27 07:36:37.977289+00:00,x,y,2021-04-10 08:00:00+00:00,2021-04-10 09:55:00+00:00,beta,True,20.0,0,b-67,2232013,11452.0
19196183,19196183,2021-08-15 07:09:43.595637+00:00,x,y,2021-08-16 02:00:00+00:00,2021-08-16 03:55:00+00:00,beta,True,20.0,0,b-73,19196183,6570.0
3353339,3353339,2021-03-16 08:04:32.268072+00:00,x,y,2021-03-29 16:45:00+00:00,2021-03-29 18:40:00+00:00,beta,True,20.0,0,b-19,3353339,9030.0
1810714,1810714,2021-02-17 10:36:43.751968+00:00,x,y,2021-03-02 13:30:00+00:00,2021-03-02 15:40:00+00:00,alpha,True,35.0,1,a-5,1810714,12500.0
12869514,12869514,2021-07-05 07:12:22.014904+00:00,x,y,2021-07-18 07:00:00+00:00,2021-07-18 09:00:00+00:00,alpha,True,35.0,1,a-5,12869514,12645.0
681643,681643,2021-01-20 13:45:35.183079+00:00,x,y,2021-02-08 05:00:00+00:00,2021-02-08 07:00:00+00:00,gamma,True,32.0,1,c-2,681643,9405.0
6617005,6617005,2021-05-11 10:35:04.396225+00:00,x,y,2021-05-16 11:00:00+00:00,2021-05-16 13:00:00+00:00,gamma,True,20.0,2,c-4,6617005,9650.0
10606783,10606783,2021-06-20 18:45:19.683865+00:00,x,y,2021-07-11 10:00:00+00:00,2021-07-11 12:00:00+00:00,alpha,True,35.0,1,a-7,10606783,11072.0
7020254,7020254,2021-05-17 11:17:59.112792+00:00,x,y,2021-05-18 16:00:00+00:00,2021-05-18 18:00:00+00:00,alpha,True,35.0,1,a-7,7020254,7397.0
18079500,18079500,2021-08-09 23:29:29.780494+00:00,x,y,2021-08-23 07:00:00+00:00,2021-08-23 09:00:00+00:00,alpha,True,15.0,1,a-5,18079500,9045.0
19351558,19351558,2021-08-16 02:34:21.895470+00:00,x,y,2021-08-31 17:05:00+00:00,2021-08-31 19:05:00+00:00,omega,True,20.0,1,d-5,19351558,6870.0
11652945,11652945,2021-06-28 13:47:51.555834+00:00,x,y,2021-07-09 10:35:00+00:00,2021-07-09 12:35:00+00:00,gamma,True,20.0,1,c-2,11652945,7765.0
20346388,20346388,2021-08-21 16:08:48.378629+00:00,x,y,2021-09-02 13:00:00+00:00,2021-09-02 15:00:00+00:00,alpha,True,20.0,1,a-9,20346388,7524.0
9148671,9148671,2021-06-08 21:19:53.956051+00:00,x,y,2021-06-11 11:00:00+00:00,2021-06-11 13:00:00+00:00,gamma,True,20.0,2,c-4,9148671,11900.0
1692352,1692352,2021-02-15 00:29:05.846869+00:00,x,y,2021-02-17 13:00:00+00:00,2021-02-17 15:00:00+00:00,alpha,True,35.0,1,a-5,1692352,12500.0
3700629,3700629,2021-03-22 20:47:11.965169+00:00,x,y,2021-03-31 15:30:00+00:00,2021-03-31 17:30:00+00:00,alpha,True,35.0,1,a-7,3700629,10799.0
10779939,10779939,2021-06-22 07:43:03.507834+00:00,x,y,2021-07-02 17:00:00+00:00,2021-07-02 18:59:00+00:00,gamma,True,20.0,1,c-6,10779939,6620.0
17576925,17576925,2021-08-07 15:34:15.826977+00:00,x,y,2021-08-08 14:00:00+00:00,2021-08-08 16:00:00+00:00,gamma,True,20.0,1,c-4,17576925,15075.0
1083860,1083860,2021-01-31 07:46:15.809378+00:00,x,y,2021-03-14 16:00:00+00:00,2021-03-14 17:55:00+00:00,beta,True,35.0,0,b-19,1083860,9564.0
15944889,15944889,2021-07-26 05:25:28.034889+00:00,x,y,2021-08-21 16:00:00+00:00,2021-08-21 18:00:00+00:00,alpha,True,35.0,1,a-23,15944889,12645.0
1908039,1908039,2021-02-19 15:17:56.682247+00:00,x,y,2021-02-23 13:00:00+00:00,2021-02-23 15:00:00+00:00,alpha,True,15.0,1,a-5,1908039,12495.0
13756811,13756811,2021-07-10 07:03:57.065368+00:00,x,y,2021-07-14 17:00:00+00:00,2021-07-14 18:59:00+00:00,gamma,True,20.0,1,c-6,13756811,14065.0
8388010,8388010,2021-06-01 15:00:14.722203+00:00,x,y,2021-07-03 05:00:00+00:00,2021-07-03 06:55:00+00:00,beta,True,20.0,0,b-1,8388010,10025.0
17042896,17042896,2021-08-04 02:55:33.044513+00:00,x,y,2021-08-06 14:00:00+00:00,2021-08-06 16:00:00+00:00,gamma,True,20.0,2,c-4,17042896,9525.0
